ad_id,ad_url,ad_type,regions,advertiser_id,advertiser_name,ad_campaigns_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,geo_targeting_included,geo_targeting_excluded,spend_range_min_usd,spend_range_max_usd,spend_range_min_eur,spend_range_max_eur,spend_range_min_inr,spend_range_max_inr,spend_range_min_bgn,spend_range_max_bgn,spend_range_min_hrk,spend_range_max_hrk,spend_range_min_czk,spend_range_max_czk,spend_range_min_dkk,spend_range_max_dkk,spend_range_min_huf,spend_range_max_huf,spend_range_min_pln,spend_range_max_pln,spend_range_min_ron,spend_range_max_ron,spend_range_min_sek,spend_range_max_sek,spend_range_min_gbp,spend_range_max_gbp,spend_range_min_nzd,spend_range_max_nzd
CR204095196638478336,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR204095196638478336,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-10,2019-04-19,10,≤ 10k,,2019-04-10 07:00:00 UTC,2019-04-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR230219592914436096,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR230219592914436096,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-10,2019-04-19,10,≤ 10k,,2019-04-10 07:00:00 UTC,2019-04-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR246844208726409216,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR246844208726409216,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-05-08,8,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-08 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR82837480914550784,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR82837480914550784,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR185289355915427840,https://transparencyreport.google.com/political-ads/library/advertiser/AR410606776237424640/creative/CR185289355915427840,Image,"CZ, EU",AR410606776237424640,Strana soukromníků České republiky,,2020-10-04,2020-10-04,1,≤ 10k,,2020-10-04 10:45:00 UTC,2020-10-04 12:45:00 UTC,Not targeted,Not targeted,"Kunovice, Uherske Hradiste, Knezpole, Veseli nad Moravou, Dolni Nemci,Zlin Region,Czechia, Ostrozska Nova Ves,Zlin Region,Czechia",Slovakia,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR129405577922084864,https://transparencyreport.google.com/political-ads/library/advertiser/AR421297465233244160/creative/CR129405577922084864,Image,"CZ, EU",AR421297465233244160,Česká strana sociálně demokratická,,2020-09-30,2020-10-02,3,≤ 10k,,2020-09-30 13:15:00 UTC,2020-10-02 07:45:00 UTC,Not targeted,Not targeted,"Plzen Region, Plzen",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR314528151667474432,https://transparencyreport.google.com/political-ads/library/advertiser/AR421297465233244160/creative/CR314528151667474432,Image,"CZ, EU",AR421297465233244160,Česká strana sociálně demokratická,,2020-09-30,2020-10-01,2,≤ 10k,,2020-09-30 17:15:00 UTC,2020-10-01 18:45:00 UTC,Not targeted,Not targeted,"Plzen Region, Plzen",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR313105933376946176,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR313105933376946176,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-04-25,2020-07-05,27,≤ 10k,,2020-04-25 09:30:00 UTC,2020-07-05 19:45:00 UTC,Not targeted,Not targeted,Usti nad Labem Region,"Saxony, Central Bohemian Region, Karlovy Vary Region, Liberec Region",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR53162143117213696,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR53162143117213696,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-09-27,2020-10-01,5,≤ 10k,,2020-09-28 03:15:00 UTC,2020-10-01 12:30:00 UTC,Not targeted,Not targeted,Decin,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR256700986872037376,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR256700986872037376,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-26,2020-09-09,13,≤ 10k,,2020-08-26 11:45:00 UTC,2020-09-09 13:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR41044700345401344,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR41044700345401344,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-10-05,2020-10-10,6,≤ 10k,,2020-10-06 04:30:00 UTC,2020-10-10 11:30:00 UTC,Not targeted,Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR96769324030623744,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR96769324030623744,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-09-13,2020-10-05,11,≤ 10k,,2020-09-13 21:15:00 UTC,2020-10-05 07:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR103845231111176192,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR103845231111176192,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-28,2020-10-01,4,≤ 10k,,2020-09-28 18:45:00 UTC,2020-10-01 15:15:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR190783134483087360,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR190783134483087360,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2019-05-09,2019-05-09,1,≤ 10k,,2019-05-09 13:00:00 UTC,2019-05-09 21:00:00 UTC,Not targeted,Not targeted,"Czech Republic, Prague",Prague,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR332763689453092864,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR332763689453092864,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2019-05-15,2019-05-16,2,≤ 10k,,2019-05-15 07:30:00 UTC,2019-05-16 05:30:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR488619325251387392,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR488619325251387392,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-22,2020-10-01,5,≤ 10k,,2020-09-22 07:15:00 UTC,2020-10-01 13:15:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR200365653197062144,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR200365653197062144,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-04-25,2019-05-23,23,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Prague,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR335357918419353600,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR335357918419353600,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-18,2019-05-18,1,≤ 10k,,2019-05-18 07:00:00 UTC,2019-05-18 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Prague,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR199390420742963200,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR199390420742963200,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-04-18,2021-04-19,2,≤ 10k,,2021-04-18 18:15:00 UTC,2021-04-19 21:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR271429769759817728,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR271429769759817728,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-01-11,2021-01-12,2,≤ 10k,,2021-01-11 10:00:00 UTC,2021-01-12 23:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR286717379432415232,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR286717379432415232,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-01-19,2021-01-20,2,≤ 10k,,2021-01-19 11:15:00 UTC,2021-01-20 22:45:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR514655039042617344,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR514655039042617344,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-02-17,2021-02-18,2,≤ 10k,,2021-02-17 10:30:00 UTC,2021-02-18 23:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR444955038452809728,https://transparencyreport.google.com/political-ads/library/advertiser/AR561937852967944192/creative/CR444955038452809728,Image,"CZ, EU",AR561937852967944192,Česká Produkční Social Media s.r.o.,,2019-05-11,2019-05-24,14,10k-100k,,2019-05-11 07:00:00 UTC,2019-05-24 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Usti nad Labem Region, Vysocina Region, Zlin Region, Prague",Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR225594153654812672,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR225594153654812672,Image,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-09-19,2020-09-23,5,≤ 10k,,2020-09-19 08:45:00 UTC,2020-09-23 17:15:00 UTC,Not targeted,Not targeted,"Slavkov u Brna, Vyskov, Drnovice, Nemcany, Bucovice,South Moravian Region,Czechia","Moravske Budejovice, Studnice, Holubice,Central Bohemian Region,Czechia",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR421587049108209664,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR421587049108209664,Video,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-09-15,2020-10-02,18,≤ 10k,,2020-09-15 08:15:00 UTC,2020-10-02 09:45:00 UTC,Not targeted,Not targeted,"Ceska Kamenice, Decin, Rumburk, Varnsdorf, Krasna Lipa",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR124009174852960256,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR124009174852960256,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-29,2020-10-02,4,≤ 10k,,2020-09-29 14:00:00 UTC,2020-10-02 15:45:00 UTC,Not targeted,Not targeted,Pardubice Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR159384140410519552,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR159384140410519552,Video,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2021-04-14,2021-04-16,3,10k-100k,,2021-04-14 12:00:00 UTC,2021-04-16 11:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR271078888111603712,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR271078888111603712,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-07-03,2020-09-25,83,≤ 10k,,2020-07-03 11:15:00 UTC,2020-09-25 13:30:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR30718877411311616,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR30718877411311616,Video,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2021-08-09,2021-08-11,3,≤ 10k,,2021-08-09 12:45:00 UTC,2021-08-11 10:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR373279455986057216,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR373279455986057216,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-04,2020-10-04,1,≤ 10k,,2020-10-04 15:00:00 UTC,2020-10-05 00:00:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR208043268015915008,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR208043268015915008,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-08-21,17,≤ 10k,,2019-05-17 07:00:00 UTC,2019-08-21 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR231405691082899456,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR231405691082899456,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-05,2019-05-15,11,≤ 10k,,2019-05-01 07:00:00 UTC,2019-05-15 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR249235371638915072,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR249235371638915072,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-05-21,4,≤ 10k,,2019-05-17 07:00:00 UTC,2019-05-21 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR427576157664182272,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR427576157664182272,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-04-28,2019-05-15,18,≤ 10k,,2019-04-28 07:00:00 UTC,2019-05-15 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR298602962689720320,https://transparencyreport.google.com/political-ads/library/advertiser/AR233353544650981376/creative/CR298602962689720320,Image,"CZ, EU",AR233353544650981376,RPSC ideas s.r.o.,,2020-07-18,2020-10-02,72,≤ 10k,,2020-07-18 15:45:00 UTC,2020-10-02 11:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Olomouc Region,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR295320920480808960,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR295320920480808960,Image,"CZ, EU",AR268709096956362752,TOP 09,,2020-06-23,2020-07-14,21,≤ 10k,,2020-06-23 10:15:00 UTC,2020-07-14 11:45:00 UTC,Not targeted,Not targeted,"Liberec Region, Ceska Lipa, Jablonec nad Nisou, Liberec",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR44568360234516480,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR44568360234516480,Image,"CZ, EU",AR268709096956362752,TOP 09,,2020-09-26,2020-10-02,7,≤ 10k,,2020-09-26 09:30:00 UTC,2020-10-02 15:00:00 UTC,Not targeted,Not targeted,Ceska Lipa,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR448204370190794752,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR448204370190794752,Image,"CZ, EU",AR268709096956362752,TOP 09,,2019-04-03,2019-04-05,3,≤ 10k,,2019-04-03 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR540457793807712256,https://transparencyreport.google.com/political-ads/library/advertiser/AR268709096956362752/creative/CR540457793807712256,Text,"CZ, EU",AR268709096956362752,TOP 09,,2019-04-05,2019-04-05,1,≤ 10k,,2019-04-05 07:00:00 UTC,2019-04-05 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"190 14,Prague,Czechia, 190 17,Prague,Czechia, 197 00,Prague,Czechia, 190 16,Prague,Czechia, 190 15,Prague,Czechia, 190 11,Prague,Czechia, 190 12,Prague,Czechia, 199 00,Prague,Czechia, 193 00,Prague,Czechia, 198 00,Prague,Czechia, 190 00,Prague,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR133819636071268352,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR133819636071268352,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-09,2019-05-19,11,≤ 10k,,2019-05-09 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR133821835094523904,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR133821835094523904,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-14,2019-05-14,1,≤ 10k,,2019-05-14 07:00:00 UTC,2019-05-14 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR143806775064264704,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR143806775064264704,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-13,5,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-13 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR245894230680010752,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR245894230680010752,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-28,2019-04-28,1,≤ 10k,,2019-04-28 07:00:00 UTC,2019-04-28 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR280927694797930496,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR280927694797930496,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR327406250327277568,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR327406250327277568,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR339431609000263680,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR339431609000263680,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-11,2019-04-11,1,≤ 10k,,2019-04-11 07:00:00 UTC,2019-04-11 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR392613062290440192,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR392613062290440192,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-09,1,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR469068702839472128,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR469068702839472128,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-04-29,2,≤ 10k,,2019-04-25 07:00:00 UTC,2019-04-29 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender","South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
